anime_id,Name,Genres,prediction
5656,PuriGorota: Uchuu no Yuujou Daibouken,"Adventure, Sci-Fi",0
"(Source: ANN)\"",OVA,Finished Airing,0
5658,Great Mazinger,"Action, Sci-Fi",0
5661,Umi no Momotarou,UNKNOWN,0
5662,Suteneko Tora-chan,UNKNOWN,1
5663,G.T.R G-cup Teacher Rei,Hentai,2
5664,Keibiin,Hentai,0
"A security guard at a department store ensnares shoplifters by blackmailing them with videos showing them stealing.\"",OVA,Finished Airing,0
5665,Shin Ruri-iro no Yuki,Hentai,1
5667,To LOVE-Ru OVA,"Comedy, Sci-Fi, Ecchi",0
Lala invents a gizmo to make her bust bigger. However,this invention of hers accidentally turns Rito into a woman.,,0
Episode 02: Rito and Mikan,,,0
Feeling lonely because Rito is always spending time with Lala,Mikan storms out of the house. While Rito and Lala are out looking for her a few flashbacks from the past,,0
Episode 03: Welcome to the Southern Resort!!,,,0
Haruna wins an island resort trip for ten females. Rito gets turned into a dog by one of Lala's inventions and somehow ends up on the island as well.,,,0
Episode 04: Trouble Quest,,,0
Rito and the girls become trapped inside an RPG game where the objective is to save Lala and defeat the evil witch Kyouko.,,,0
Episode 05: Nana and Momo,,,0
Lala's sisters cause mischief for Rito and his harem at a cherry blossom viewing.,,,0
Episode 06: Draft,Metamorphose,,0
Yami and Yui confront with a senior,causing Yui to lose her panties.,,0
Mikan finds Peke taking snapshots of new clothing while shopping. Suddenly,a stranger steals her bag.,,0
As Rito tries to explore Lala's cleaned-up bedroom,he accidentally activates one of Lala's invention,"Apr 3, 2009 to Apr 2, 2010",0
5670,GA: Geijutsuka Art Design Class,"Comedy, Slice of Life",1
"(Source: AniDB)\"",TV,Finished Airing,0
5671,Saki,Slice of Life,1
As the club play a few rounds,Saki attempts to hide her talent. However,she puts Saki's real ability to the test—proving her to be more talented than expected. This revelation damages Nodoka's pride,0
Saki ends up joining the club,and after clearing up the misunderstandings between her and Nodoka,25.0,0
5673,Apfelland Monogatari,"Adventure, Drama",1
"(Source: AnimeNfo)\"",OVA,Finished Airing,0
5674,Ashita no Yukinojou,"Sports, Hentai",1
"(Source: animenfo)\"",OVA,Finished Airing,0
5675,Basquash!,"Sci-Fi, Sports",1
"(Source: AniDB)\"",TV,Finished Airing,0
5678,Kobato.,"Comedy, Drama, Fantasy, Romance",1
As Kobato carries out her mission alongside her stuffed toy companion,Ioryogi,"Kobato's naturally sweet smile and outgoing personality are ready to brighten their day!\"",0
5680,K-On!,Comedy,1
Meanwhile,the Light Music Club faces disbandment due to a lack of members. This causes the club members to offer anything,they play a piece for Yui,0
From then onward,"it is just plain messing around with bits and pieces of practice. The members of the Light Music Club are ready to make their time together a delightful one!\"",spring 2009,0
5681,Summer Wars,"Award Winning, Comedy, Sci-Fi",1
Kenji Koiso is a 17-year-old math genius and part-time OZ moderator who is invited by his crush Natsuki Shinohara on a summer trip. But unbeknownst to him,this adventure requires him to act as her fiancé. Shortly after arriving at Natsuki's family's estate,"but little does he know that his math expertise has just put Earth in great danger.\"",0
5682,Phantom: Requiem for the Phantom,"Action, Drama, Suspense",0
One day,a Japanese tourist accidentally witnesses Phantom's latest murder. Desperate to escape,"and the leader of Inferno \"\"Scythe Master\"\" captures the tourist and brainwashes him.",0
"Given the name \"\"Zwei","\"\" this once peaceful tourist is now a puppet of Inferno with no memories. Drawn into a world of lies","hopefully to one day regain his memories and escape from this world where he is constantly on the brink of death.\"",0
5684,Fresh Precure!,"Action, Comedy, Fantasy",1
"(Source: ANN)\"",TV,Finished Airing,0
5686,Himekishi Angelica,Hentai,0
A clever and ambitious man is able to take over a kingdom by cunningly forcing his way into the hearts of the Rothschilt family women. One by one he convinces them they can't live without him and makes them into his obedient and willing sex slaves. Now the kingdom is at his mercy and his real revenge can commence.,,,0
"(Source: AniDB)\"",OVA,Finished Airing,0
5687,Doura,Hentai,2
5688,Gegege no Kitarou (1968),"Adventure, Comedy, Fantasy, Horror, Supernatural",0
5689,Eien no Filena,"Adventure, Drama, Fantasy",0
5690,Nodame Cantabile: Finale,"Comedy, Romance",0
Meanwhile,those around Chiaki and Nodame are at their own crossroads. Rui begins to doubt herself after hearing Nodame's playing and being denied tutelage from Auclair; Maestro Franz von Stresemann faces the reality of his mortality; pianists Yunlong Li and Tatiana Vishneva feverishly prepare for a competition,,0
As Chiaki,Nodame,TV,0
5691,Rekka no Honoo: Final Burning,"Action, Adventure, Sci-Fi",0
5693,"Shinran-sama: Negai, Soshite Hikari",UNKNOWN,0
5702,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,"Action, Fantasy, Romance",1
"(Source: ANN)\"",TV,Finished Airing,0
5710,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,Comedy,0
"(Source: ANN)\"",Movie,Finished Airing,0
5712,Tanoshii Muumin Ikka Bouken Nikki,"Adventure, Fantasy, Slice of Life",1
"(Source: ANN)\"",TV,Finished Airing,0
5713,Minami-ke Betsubara,"Comedy, Slice of Life",1
5715,Arcade Gamer Fubuki Extra,"Action, Adventure, Comedy, Ecchi",0
5717,Kiniro no Corda: Secondo Passo,UNKNOWN,1
"(Source: ANN)\"",Special,Finished Airing,0
5719,Sex Pistols,"Boys Love, Comedy, Drama, Supernatural, Erotica",1
This story revolves around a high school boy who discovers that he is part of a select group of humans who did not evolve from monkeys,but various animals such as leopards and black bears.,,0
"(Source: ANN)\"",OVA,Finished Airing,0
5723,Kidou Senshi Gundam: Uchuu Seiki Yowa,Sci-Fi,0
5725,Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,"Action, Adventure, Sci-Fi",1
5733,Okusama wa Joshikousei,"Romance, Hentai",0
5734,Tayutama: Kiss on My Deity,"Romance, Supernatural",1
"(Source: Sentai Filmworks)\"",TV,Finished Airing,0
5742,Space Cobra Pilot,"Action, Adventure, Sci-Fi",0
5743,Saimin Ryoujoku Gakuen,Hentai,0
(Source: ANN,"edited)\"",UNKNOWN,0
5751,Tennis no Ouji-sama: Another Story - Kako to Mirai no Message,Sports,0
Following Nationals,the Seishun Academy Boys' Tennis Team are invited to Osaka by Shitenhouji Middle School to play practice games against each other. However,Kunimitsu Tezuka,0
Fuun Shounen Atobe (Turbulence: The Young Atobe),,,0
On the first day of school at Hyoutei Academy,the freshman class representative,refusing to accept him as the team's new leader. But the two quickly learn that the kid who is all talk also happens to have the skills to back it up.,0
Naniwa no Ouji-sama: Kouhen (The Prince of Naniwa: Second Act),,,0
Tezuka places the second years,Kaoru Kaidou and Takeshi Momoshiro,,0
Rikkai Retsuden: Ouja ni Idomu Hangyakuji (The Trials of Rikkai: A Rebel Who Challenges an Emperor),,,0
In his first year at Rikkai University-Affiliated Middle School,Akaya Kirihara boldly proclaims that he will join the tennis team that won last year's national tournament and become Japan's #1 tennis player. When he single-handedly defeats the team's third years,4.0,0
5753,Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,"Action, Fantasy",1
5755,Aoki Ryuusei SPT Layzner OVA,"Action, Sci-Fi",0
The first episode,"titled \"\"Eiji 1996\"\"",is skipped here).,0
The final episode,"\"\"Seal 2000\"\"","Aug 21, 1986 to Oct 21, 1986",0
5760,Dororo to Hyakkimaru,"Action, Adventure, Supernatural",1
Fifteen years later,a stubborn young boy named Dororo struggles to survive against hunger and oppressive samurai on the streets of an impoverished and war-torn village. After angering a group of thugs,a monster emerges from the river,0
That night,as the man walks through the forest,reveals that many of his body parts were stolen by demons and that though he sought a peaceful life,0
5762,15 Bishoujo Hyouryuuki,"Comedy, Hentai",1
5763,Uchuu Kuubo Blue Noah,"Action, Drama, Sci-Fi",1
5764,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,"Comedy, Fantasy, Ecchi",0
5772,Akaneiro ni Somaru Saka: Hardcore,"Comedy, Romance, Ecchi",0
5773,69 Pink Riders 2,Hentai,0
"(Source:AniDB)\"",OVA,Finished Airing,0
5774,Seitokaichou ni Chuukoku,"Boys Love, Comedy, Drama, Romance, Erotica",1
"(Source: Aarinfantasy)\"",OVA,Finished Airing,0
5781,Isekai no Seikishi Monogatari,"Action, Comedy, Fantasy, Ecchi",1
As her army fights them off,Lashara takes note of Kenshi's abilities and demands that her attacker be captured alive,,0
As the empress' new servant,Kenshi is required to accompany Lashara to the Holy Land,13.0,0
5783,Koisuru Tenshi Angelique: Chibi Character Adventure,"Adventure, Comedy",0
5784,Ai no Kusabi (2012),"Boys Love, Drama, Sci-Fi, Erotica",1
5785,G-9,Fantasy,0
Along the way,Agarta encounters a grotesque creature,"as it might lead her to the missing piece of this enigma.\"",0
5799,Kaede New Town,"Comedy, Romance, Slice of Life",1
Kaede Newtown is a romantic comedy animation created by Naoto Iwakiri,an Osaka-born illustrator. With cute little characters and music created by Japanese band Aprils and singer-songwriter TOMOVSKY,,0
"(Source: crunchyroll.com)\"",Movie,Finished Airing,0
5802,Fantascope: Tylostoma,"Fantasy, Supernatural",0
Streaching before the man's eyes the world rusted away to monochrome and gray.,,,0
Once before the town flourished that is now in ruins.,,,0
The man now,has a chance meeting with a person,,0
A story of passion curling like smoke....Tairosu Tomah's story has begun.,,,0
"(Source: Animenfo)\"",OVA,Finished Airing,0
5809,Kupu~!! Mamegoma!,UNKNOWN,0
"(Source: ANN)\"",TV,Finished Airing,0
5810,Sakuran Boy DT,Comedy,1
5811,Nezumi no Rusuban,Action,0
5812,Doubutsu Sumo Taikai,"Action, Sports",0
5813,Urashima Tarou (1931),Action,0
"(Source: forum.bcdb.com)\"",Movie,Finished Airing,0
5814,Dankichi-jima no Olympic Taikai,"Action, Sports",0
5819,Tori no Uta,Fantasy,1
Written,drawn,,0
(Source: AniDB,"ANN)\"",UNKNOWN,0
5821,Zenmai Zamurai,Comedy,1
"-Wikipedia\"",TV,Finished Airing,0
5826,Oira no Yakyuu,Sports,0
5828,Kishin Douji Zenki Gaiden: Anki Kitan,"Action, Supernatural",1
"(Source: AniDB)\"",OVA,Finished Airing,0
5829,Blocker Gundan IV Machine Blaster,"Action, Sci-Fi",1
In order to frustrate their ambition,Dr. Yuri,,0
A fierce battle begins between our Blocker Corps and Mogool at the risk of their lives! A series of fantastic and fabulous battles unfolds.,,,0
"(Source: Nippon Animation)\"",TV,Finished Airing,0
5830,Tsurupika Hagemaru-kun,Comedy,1
He is best friend of his class-mate Masaru Kondo and he has a crush on Midori,a girl from his class. In most of the episodes,59.0,0
5832,Tiger Mask Nisei,"Action, Drama, Sports",0
5833,Tondemo Senshi Muteking,"Action, Comedy, Sci-Fi",1
There were only four Kurodako Brothers,but they plotted to use their alien science and natural shape-changing powers to become the secret masters of Earth. With Takoro's help,,0
There is plenty of action and laughs in this light-hearted comedy-drama about a roller-skating costumed hero,his friendly but bumbling alien partner,a sarcastic dog,0
"(Source: Official Website)\"",TV,Finished Airing,0
5834,Kyojin no Hoshi,"Drama, Sports",1
"(Source: Wikipedia)\"",TV,Finished Airing,0
5835,Hanasakeru Seishounen,"Drama, Romance",1
Kajika,now fourteen,the men aren't even aware that they are the chosen ones. Kajika must also choose wisely,0
Hansakeru Seishounen revolves around endearing love,intense passion,and political intrigue. The heaviness of Kajika’s fate is real,0
5838,Furudera no Obake-soudou,"Action, Adventure",0
5841,Yume wo Kanaeru Zou,Comedy,0
5842,Kotatsu Neko,Comedy,0
5844,Pokemon: Pikachu no Obake Carnival,"Adventure, Comedy, Fantasy",1
"(Source: ANN)\"",Special,Finished Airing,0
5845,Pokemon: Pikachu no Natsumatsuri,"Action, Comedy, Fantasy",1
"(Source: Anime-Planet)\"",Special,Finished Airing,0
5848,Cinnamon the Movie,Fantasy,1
5849,Zettai Karen Children: Oobanburumai! Natsuko to Hotaru no B.A.B.E.L. Tsuushin,"Action, Comedy, Supernatural",0
"Narrated by \"\"The Double Face\"\" (Nowaki Hotaru and Tokiwa Natsuko)","the episode introduces all the characters in B.A.B.E.L. with their abilities and roles etc. It also shows various facilities and places in B.A.B.E.L that have appeared in the story.\"",UNKNOWN,0
5854,Shin Chou Kyou Ryo: Condor Hero III,"Action, Adventure, Drama, Romance",0
5859,Kiddy GiRL-AND Pilot,"Action, Sci-Fi",1
5862,Fumoon,Sci-Fi,1
"(Source: Tezukainenglish.com)\"",Special,Finished Airing,0
5865,Nanaka 6/17 Special,"Comedy, Drama, Romance, Slice of Life",0
5868,Haru no Uta,UNKNOWN,0
5869,Chou no Sainan,Action,0
5870,Hibari no Yadogae,Action,0
5871,Norakuro Nitouhei: Kyouren no Maki,"Action, Adventure",0
"(Source: AniDB)\"",Movie,Finished Airing,0
5872,Doubutsu Mura no Sports Day,"Action, Sports",0
5873,Tarou-san no Kisha,Action,1
5874,Sankou to Tako: Hyakumanryou Chinsoudou,Action,0
5875,Kobutori (1929),Comedy,1
"(Source: 100 Years of Movies)\"",Movie,Finished Airing,0
5876,Izumo,"Adventure, Fantasy",1
"(Source: Orphan Fansubs)\"",OVA,Finished Airing,0
5877,Abunai Sisters: Koko & Mika,"Action, Comedy, Ecchi",0
5878,Love Position: Halley Densetsu,"Fantasy, Sci-Fi",1
"(Source: AniDB)\"",OVA,Finished Airing,0
5880,Oshiruko,Comedy,0
5883,Examurai Sengoku,"Action, Sci-Fi",1
"(Source: AniDB)\"",TV,Finished Airing,0
5886,Kujira no Josephina,"Adventure, Fantasy",1
Based on Adios,Josefina (Goodbye,,0
"(Source: AniDB)\"",TV,Finished Airing,0
5889,Long Dao Qi Yuan,"Action, Fantasy",1
"(Source: AniDB)\"",Movie,Finished Airing,0
5890,Inko,Hentai,1
5891,Kousoku Denjin Albegus,Action,1
"(Source: Wikipedia)\"",TV,Finished Airing,0
5895,Tistou Midori no Oyayubi,UNKNOWN,1
With the gardener Mr. Moustache,Tistou discovers he has a remarkable gift—the green thumbs: everything he touches grows into beautiful plants. His next lesson is with the stern Mr. Turnbull,,0
Over the course of the next few days Tistou learns many new things as he visits the town prison,the slums,and upon visiting his father's factory,0
(Source: outsideinworld.org,"edited)\"",UNKNOWN,0
5900,Jean Valjean Monogatari,Drama,0
5902,Hyakujitsu no Bara,"Boys Love, Drama, Erotica",0
5904,B.B. Fish,"Drama, Romance",1
"(Source: ANN)\"",OVA,Finished Airing,0
5907,Mujigen Hunter Fandora,"Adventure, Fantasy, Sci-Fi",1
5908,Chinpui,Comedy,0
5909,Seitokai no Ichizon,Comedy,1
Usually,the officers of Hekiyou Academy's student council are elected by popular vote,with the ultimate goal of surrounding himself with girls who fawn over him.,0
Unfortunately for the vice president,things do not go quite as planned. Not only do the ladies of the council continually rebuff his advances,TV,0
5914,Kanamemo,"Comedy, Girls Love, Slice of Life, Ecchi",1
The small store is staffed by several unique people: the sweets-loving Yume Kitaoka and her girlfriend Yuuki Minami; the frugal Hinata Azuma; the alcoholic Haruka Nishida; and the young but mature Saki Amano. It is not all fun and games at the Fuhshin Gazette,though,a girl from a competing store,0
5916,Donguri no Ie,"Award Winning, Drama",0
"Things changed after Keiko entered a deaf and dumb school. Not only Keiko but also her parents grew up with friendship and cooperation of the teachers and friends. They established a group named \"\"Donguri\"\" (acorn) to make a community workshop where the handicapped people could be independent.",,,0
"(source :jfkl.org)\"",Movie,Finished Airing,0
5917,Tsuru ni Notte: Tomoko no Bouken,Drama,1
"(Source: AniDB)\"",Movie,Finished Airing,0
5918,Deimos no Hanayome: Ran no Kumikyoku,"Drama, Fantasy, Horror, Mystery, Supernatural",1
Meanwhile,Minako Ifu is in a predicament,,0
However,the situation is not as it seems,"Aug 31, 1988",0
5920,Xanadu Dragonslayer Densetsu,"Adventure, Comedy, Fantasy",1
"(Source: The Anime Encyclopedia)\"",OVA,Finished Airing,0
5921,Utsunomiko,"Adventure, Fantasy",1
"(Source: Wikipedia)\"",Movie,Finished Airing,0
5922,Tenjouhen: Utsunomiko,"Adventure, Fantasy",0
5923,Utsunomiko: Heaven Chapter,"Adventure, Fantasy",0
Born with a horn,Utsu no Miko found refuge on Mt. Kongo where he studies to become a God. But when the ruling imperial government seems to bring only devastation to the people,in order to reach their goal,0
However,they soon realize that the gods too are not without flaws and earthly desires. And for Miko,another takes its place. And only when there is true peace can people finally see the face of God.,0
"(Source: AniDB)\"",OVA,Finished Airing,0
5924,Koushoku Ichidai Otoko,"Drama, Hentai",0
The libertine Yonosuke has spent his life in quest of sexual pleasure. Disowned by his father when he is 18,16 years full of changes and errantry begin for him. At the age of 34 he inherits great wealth after his father dies and forgives his son.,,0
When Yunosuke is 57,one of his tailors named Juzo comes to see him before setting out for Edo. Juzo has unwisely made a bet with a rich merchant that he will sleep with Komurasaki,tayu,0
Indignant,Yunosuke takes Juzo to Edo and enables him to meet Komurasaki. Juzo is a laughing-stock at the tea-house because of his nervousness,,0
"(Source: AniDB)\"",OVA,Finished Airing,0
5925,Neko Hiki no Oruorane,Fantasy,1
"(Source: ANN)\"",OVA,Finished Airing,0
5926,Antique Heart,Mystery,1
"(Source: ANN)\"",OVA,Finished Airing,0
5927,Hoshi Neko Fullhouse,"Comedy, Romance, Sci-Fi",1
"(Source: The Anime Encyclopedia)\"",OVA,Finished Airing,0
5928,Kigyou Senshi Yamazaki: Long Distance Call,"Drama, Sci-Fi",1
"(Source: Anime Encyclopedia)\"",OVA,Finished Airing,0
5929,Hi no Ame ga Furu,Drama,0
5930,Hayou no Tsurugi: Shikkoku no Mashou,"Fantasy, Supernatural",1
"(Source: AniDB)\"",OVA,Finished Airing,0
5931,Ai to Ken no Camelot: Mangaka Marina Time Slip Jiken,"Adventure, Comedy, Fantasy",5
5933,Shiroi Kiba White Fang Monogatari,"Adventure, Drama",1
"(Source: ANN)\"",Special,Finished Airing,0
5934,Greed,"Adventure, Fantasy",1
"(Source: Animenfo)\"",OVA,Finished Airing,0
5935,Animation Kikou: Marco Polo no Bouken,Adventure,0
5936,Hashire! Shiroi Ookami,"Award Winning, Drama",1
5938,Onegai♪My Melody Kirara★,"Comedy, Fantasy",0
5940,Seiken no Blacksmith,"Action, Adventure, Fantasy",1
Her first challenge arises in the market. A crazed swordsman wreaks havoc upon civilians and Cecily jumps into action to restore order. Overwhelmed,her weapon shatters,she seeks out the man who rescued her.,0
However,a group of bandits suddenly attack a convoy headed for the city. The assailants look inhuman,"and what does his appearance mean for the pair?\"",0
5941,Cross Game,"Drama, Romance, Sports",1
However,these two seemingly complete opposites share something very important to them—Wakaba Tsukishima,TV,0
5943,The Aurora: Umi no Aurora,"Adventure, Sci-Fi",1
"(Source: AnimeNFO)\"",Movie,Finished Airing,0
5945,Element Hunters,Sci-Fi,1
5947,Tengen Toppa Gurren Lagann Movie Zenyasai: Viral no Amai Yume,Comedy,0
5953,Mahou no Princess Minky Momo: Yume wo Dakishimete,UNKNOWN,1
5955,Toaru Majutsu no Index-tan,Comedy,0
5956,High School! Kimengumi (Movie),"Comedy, Romance",1
5957,Nyoro-n Churuya-san,Comedy,0
Churuya is a girl with a strong passion for smoked cheese. But Kyon and the rest of the crew know this,and they make use of the weakness. They make her do all kinds of things with smoked cheese as a possible reward. But Churuya isn't aware of this evil plot,13.0,0
5958,Sora no Otoshimono,"Comedy, Fantasy, Romance, Sci-Fi, Ecchi",1
Recruiting the New World Discovery Club's first members,Eishirou schedules a time to meet up in order to observe the mystery in the sky. That day,,0
"Sora no Otoshimono follows the daily activities of the New World Discovery Club as they begin to learn more about the Angeloids that have arrived on Earth.\"",TV,Finished Airing,0
5959,Mizugi Kanojo The Animation,Hentai,1
Meanwhile Takuya-kun finds himself in a compromising situation with his clumsy but beautiful neighbor Sayaka-chan...,,,0
Each episode features couples enjoying various sexual escapades involving plenty of water,wet bodies,"Jan 23, 2009 to Nov 27, 2009",0
5962,Metal Fight Beyblade,"Adventure, Comedy, Sports",1
"(Source: Beyblade.com)\"",TV,Finished Airing,0
5967,Kinnikuman II Sei: Ultimate Muscle,"Action, Comedy, Sci-Fi, Sports",0
"(Source: Wikipedia)\"",TV,Finished Airing,0
5968,Kinnikuman II Sei: Ultimate Muscle 2,"Action, Comedy, Sci-Fi, Sports",1
"(Source: ANN)\"",TV,Finished Airing,0
5973,Fight Ippatsu! Juuden-chan!!,"Comedy, Sci-Fi, Ecchi",0
5978,Kannagi: Moshimo Kannagi ga Attara...,"Comedy, Supernatural",0
"In this episode they attempt to make a movie with some money they found lying on the ground.\"",Special,Finished Airing,0
5983,Higepiyo,Comedy,0
5984,Ristorante Paradiso,"Drama, Gourmet, Romance",1
"(Source: Right Stuf)\"",TV,Finished Airing,0
5986,Tengai Makyou: Ziria Oboro-hen,"Adventure, Fantasy",0
5987,Marin to Yamato: Fushigi na Nichiyoubi,UNKNOWN,0
5990,Cosmic Fantasy: Ginga Mehyou no Wana,"Action, Comedy, Fantasy, Romance, Sci-Fi",1
"(Source: AnimeNfo)\"",OVA,Finished Airing,0
5992,Tsuyoshi Shikkari Shinasai,"Comedy, Drama, Romance, Slice of Life",1
5993,Samayou Midara na Lunatics,Hentai,1
In desperation to break the curse,Alois decides to seek the help of another witch,,0
"(Source: VNDB)\"",OVA,Finished Airing,0
5994,Midoriyama Koukou Koushien-hen,"Comedy, Sports",1
5996,Tennis no Ouji-sama: Oshougatsu Special,Sports,1
5997,Sabu to Ichi Torimono Hikae,"Action, Adventure, Drama, Slice of Life",1
"(Source: Wikipedia)\"",TV,Finished Airing,0
5998,Hottarake no Shima: Haruka to Mahou no Kagami,Fantasy,1
"(Source: Production I.G)\"",Movie,Finished Airing,0
6000,Haruwo,Action,0
Over a year in the making,"this half-hour short was entirely the work of one person--even the music! \"\"Haruwo\"\" animator Shao Guee writes",OVA,0
6007,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,"Adventure, Fantasy, Romance",0
When Holo falls ill from fatigue,she is cared for by Lawrence,1.0,0
6008,Jewelpet,Fantasy,0
What the girls truly saw were not stars,but 'Jewel Charms' falling to the Earth. These charms were created by three magicians in a magical world names Jewel Land,she devises her escape.,0
One day,the magicians decide to move the Jewelpets,and as Ruby was the worst-behaved of the bunch,0
When Ruby reaches Earth in the form of a red Jewel Charm,she falls into Rinko’s water glass,encountering strange creatures and tons of helpful allies along the way. Will they be able to succesfully bring the Jewelpets home safely,0
6012,Kinpatsu no Jeanie,Drama,1
Only with the conflict's end,and many misadventures,"Jul 19, 1979 to Oct 18, 1979",0
6015,Megami Tantei Vinus File,Hentai,1
"(Source: AniDB)\"",OVA,Finished Airing,0
6016,Kyoushoku Soukou Guyver (1989),"Action, Horror, Sci-Fi",1
6018,Patchin shite! Obaachan,Drama,1
6023,Nogizaka Haruka no Himitsu: Purezza,"Comedy, Romance, Ecchi",1
"(Source: ANN)\"",TV,Finished Airing,0
6024,Chi's Sweet Home: Atarashii Ouchi,"Comedy, Slice of Life",0
6025,Battle Can²,"Action, Sci-Fi, Hentai",1
On their latest mission,the Battle Can-Can girls are out to retrieve a stolen artifact known as the Cosmic Firefly,have sex with aliens,0
"(Source: animeondvd)\"",OVA,Finished Airing,0
6028,Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,"Comedy, Sci-Fi",1
"(Source: Official Website)\"",Movie,Finished Airing,0
6030,Needless,"Action, Comedy, Sci-Fi, Ecchi",1
Adam Blade is one such Needless,possessing remarkable regenerative abilities and incredible strength. In order to restore peace to a war-torn Japan,"Jul 3, 2009 to Dec 11, 2009",0
6031,Osu!! Karate-bu,UNKNOWN,1
"(Source: ANN)\"",OVA,Finished Airing,0
6032,Aquarion Movie: Ippatsu Gyakuten-hen,"Drama, Fantasy",0
"The plot has several differences to the TV series.\"",Movie,Finished Airing,0
6033,Dragon Ball Kai,"Action, Adventure, Comedy, Fantasy",1
With Raditz displaying power beyond anything Gokuu has seen before,he is forced to team up with his old nemesis,the Saiyans,0
These events begin the saga of Dragon Ball Kai,a story that finds Gokuu and his friends and family constantly defending the galaxy from increasingly more powerful threats. Bizarre,97.0,0
6038,Transformers Zone,Sci-Fi,1
"(Source: ANN)\"",OVA,Finished Airing,0
6041,Honoo no Haramase Doukyuusei,Hentai,1
6045,Kimi ni Todoke,"Drama, Romance",0
When Kazehaya organizes a test of courage for the entire class and encourages her to attend,Sawako sees this as an opportunity to get along with her classmates,TV,0
6046,Tales of Vesperia: The First Strike,"Action, Adventure, Fantasy",1
Yuri Lowell and Flynn Scifo are two young men who have just enrolled the ranks of the prestigious Imperial Knights. One day,they are sent to the town of Ceazontania,,0
Meanwhile,the Knights Supreme Commander Alexei Denoia and the naive Princess Estellise are involved in a behind-the-curtains struggle for power in the capital. The situation in Ceazontania deteriorates as the garrison of Imperial Knights finds that they cannot expect any immediate support from the capital.,,0
Then,Niren Fedrok,,0
What are the secrets behind the extraordinary events that are happening around Yuri and Flynn? Will they be able to defend the innocent people of Ceazontania and stay true to their beliefs?,,,0
"(Source: Funimation)\"",Movie,Finished Airing,0
6050,Mahou Sensei Negima!: Mou Hitotsu no Sekai,"Action, Adventure, Supernatural, Ecchi",0
6055,F,UNKNOWN,0
One night,while Gunma is driving his tractor on the highway with his best friend Tamotsu Oishi,he leaves the peaceful countryside behind and moves to the bustling city,0
6056,Sasuke,Action,1
6060,1-gatsu ni wa Christmas,"Drama, Romance",1
"(Source: The Anime Encyclopedia)\"",OVA,Finished Airing,0
6061,Maryuu Senki,"Fantasy, Horror",0
"(Source: BakaBT)\"",OVA,Finished Airing,0
6062,Duel Masters Movie 2: Lunatic God Saga,"Action, Adventure, Comedy",1
Shobu must battle descendants of the Chosen Ones (Yaesar),named Luna &amp; Mikado Kozuki,"Sep 19, 2009",0
6063,Penguin no Mondai Movie,Comedy,0
6064,Higurashi no Naku Koro ni Kai Specials,Comedy,0
6065,Lemon Angel YJ-ban,Romance,0
6067,Moeru! Oniisan,"Action, Adventure, Comedy",1
Everything Kenichi experiences in the town is a series of surprise and wonder. His family is delighted to see their son alive,but shocked at the fact that he has become wild and different from other children. And now,,0
His wild attitude and physical toughness cause various problems in the town. Kenichi has his own way to handle things,"but it is too different for the most people to understand what he is up to. Can he get used to life in the town?\"",spring 1988,0
6068,Sensei no Ojikan: Dokidoki School Hours OVA,Comedy,0
"(Source: Wikipedia)\"",OVA,Finished Airing,0
6069,Gregory Horror Show,"Comedy, Horror, Mystery, Supernatural",1
"(Source: Wikipedia)\"",TV,Finished Airing,0
6071,Juuippiki no Neko,Fantasy,0
They defend themselves by stating they were just 'hungry'.,,,0
The cats hear of an urban legend about a scary,giant fish. They decide to take on the challenge to find and catch that fish,,0
The task is pretty tricky and the path they have to cross is stony and danger lurks everywhere.,,,0
Will our little furry heroes be brave,"confident and strong enough to master the challenge of challenges?\"",UNKNOWN,0
6072,Juuippiki no Neko to Ahoudori,"Adventure, Fantasy",1
"(Source: The Anime Encyclopedia)\"",Movie,Finished Airing,0
6073,21 Emon Uchuu e Irasshai!,"Comedy, Sci-Fi",1
"(Source: Wikipedia)\"",Movie,Finished Airing,0
6074,21 Emon Uchuu ike! Hadashi no Princess,"Comedy, Sci-Fi",2
6075,Ai no Wakakusa Yama Monogatari,Comedy,1
The strange incidents that happen with this family,which otherwise seems completely ordinary,,0
The title is a pun on the long running Nippon Animation version of Little Women,"\"\"Ai no Wakakusa Monogatari.\"\"",,0
"(Source: AniDB)\"",TV,Finished Airing,0
6076,"\"\"\"Eiji\"\"\"","Comedy, Drama, Sports",1
"(Source: ANN)\"",Movie,Finished Airing,0
6077,Akubi Girl,"Comedy, Fantasy",1
"(Source: Animenfo)\"",TV,Finished Airing,0
6078,Al Caral no Isan,Sci-Fi,1
"(Source: The Anime Encyclopedia)\"",OVA,Finished Airing,0
6087,Jetter Mars,"Action, Drama, Sci-Fi",1
Dr. Kawashimo hurries to the island on request of Dr. Yamanoue,taking his pretty young daughter Miri with him. Arriving on the island,but,0
